customer_id,customer_name,email,phone,gender,city,state,country,registration_date,customer_type
CUST00406,Matthew Frazier,jacqueline11@example.org,909-261-7981,Male,Melissaborough,Iowa,Singapore,2024-11-13,REGULAR
CUST00407,ASHLEY GATES,belllaura@example.com,(260)253-8444x46306,Male,East Krystalhaven,West Virginia,Netherlands Antilles,2023-09-14,REGULAR
CUST00408,tyler haney,angelamyers@example.net,+1-560-396-2626x5826,Other,New David,Oregon,Slovenia,2024-05-02,REGULAR
CUST00409,LORI GREEN,stacyharris@example.org,8602920981,Male,South Cynthia,Wyoming,Guinea-Bissau,2022-08-03,REGULAR
CUST00410,steven phillips,jessicaroman@example.com,001-440-641-2091x17911,Male,Patricialand,California,Lithuania,2024-01-28,REGULAR
CUST00411,Christine Garcia,gutierreztommy@example.net,236-465-7224,Female,North Theresastad,New Mexico,Nicaragua,2021-01-16,REGULAR
CUST00412,PATRICK HOUSE,catherineherrera@example.net,923.551.3052x31244,Female,West Jeanport,New Jersey,Samoa,2025-03-21,REGULAR
CUST00413,travis nielsen,gerald46@example.org,001-694-723-7676,Other,New Patrickborough,Oregon,Guinea,2024-03-07,VIP
CUST00414, Sabrina Cole ,rubiojohnny@example.com,398-556-0125x6253,Male, Nathanmouth,Delaware,Algeria,2023-09-17,VIP
CUST00415,Michelle Lewis,rachel81@example.com,793-783-1849x1966,Other,East Brandon,New York,Luxembourg,2021-05-26,REGULAR
CUST00416,jennifer martinez md,brittany39@example.org,209-307-4260x8805,Other,Davischester,Washington,Gabon,2023-05-04,REGULAR
CUST00417,Gregory Miller,troy06@example.com,001-377-715-9103x002,Other,Perezland,Illinois,Saint Kitts and Nevis,2024-02-21,PREMIUM
CUST00418,Kimberly Smith,greenkristen@example.org,4419459642,Other,East Luisberg,Wisconsin,Myanmar,2024-07-08,REGULAR
CUST00419,Mary Boyd,beckystanley@example.com,273-514-4158x33117,Other,Lake Jasonfurt,Illinois,Libyan Arab Jamahiriya,2021-11-21,REGULAR
CUST00420,Robert Gill,kathleen47@example.net,(581)823-5679,Male,North Joshua,Hawaii,Poland,2023-08-13,REGULAR
CUST00421,LAURA GARCIA,vwalter@example.org,707.624.0787,Female,New Christopherchester,Indiana,Canada,2024-05-18,PREMIUM
CUST00422, Katie Brown ,mitchell06@example.net,(234)536-2948x97861,Male,East Dariuston,Oregon,Ethiopia,2023-01-12,REGULAR
CUST00423,Brian Perez,gmyersexample.org.invalid,001-947-632-3549x4012,Male,East Leslie,California,Chad,2022-08-06,VIP
CUST00424,Jesse Rivers,bpatterson@example.org,312-209-5790x737,Female,New Erinport,Iowa,Malta,2025-04-13,REGULAR
CUST00425,CHARLES DAVIS,linda57@example.com,001-958-347-4570x5458,Other,Ginatown,Georgia,Isle of Man,2022-11-16,REGULAR
CUST00426,Brenda Jimenez,beckydominguez@example.com,(731)736-1487x824,Male,Lawrenceview,Maryland,Comoros,2021-05-08,REGULAR
CUST00427,mia flowers,hamiltonspencer@example.com,Not Available,Female,Danieltown,New York,Vanuatu,2022-04-03,PREMIUM
CUST00428,Chris Levy,kevinroberts@example.com,6702349107,Female,Belltown,Arkansas,El Salvador,2022-03-04,REGULAR
CUST00429,Douglas Trevino,stephaniereeves@example.org,001-836-391-4307x5366,Female,Samanthaport,Idaho,Mongolia,2024-09-16,PREMIUM
CUST00430,Erica Lane,johnbutler@example.org,941-749-7826x6128,Other,Taylorchester,New Jersey,Italy,2024-06-28,REGULAR
CUST00431,Thomas Johnson,idavis@example.net,839-285-2989x4062,Other,Aguirrehaven,New Jersey,Taiwan,2021-06-18,REGULAR
CUST00432,Devin Andersen,cookconnor@example.com,001-475-901-9803,Male,East Patty,South Dakota,Timor-Leste,2022-04-26,REGULAR
CUST00433,eric hays,shaffercindy@example.org,510-329-1813,Male,Johnsonhaven,New Hampshire,India,2021-06-22,REGULAR
CUST00434,elizabeth webb,loriskinner@example.net,597-991-6202x232,Other,Robertsville,Pennsylvania,Lithuania,2024-02-16,REGULAR
CUST00435,Jeanne Wolfe,marshalllisa@example.org,2479196094,Male,West Sydneymouth,Washington,Kuwait,2023-05-11,PREMIUM
CUST00436,CHRISTOPHER MASON,michaelmccarthy@example.com,812.925.9572x44617,Male,New Jeanette,North Carolina,Singapore,2025-06-21,REGULAR
CUST00437, Michael Chapman ,breanna61@example.org,Not Available,Female,Port Jessicabury,Connecticut,Papua New Guinea,2021-11-27,VIP
CUST00438,mr. franklin hall dds,danielgilmore@example.net,(461)709-4101x7590,Female,Lake Shannonberg,South Dakota,Montserrat,2022-09-13,VIP
CUST00439, John Shelton ,jamesmartin@example.net,719.801.3020,Male,West Jacobhaven,New York,Comoros,2022-10-07,VIP
CUST00440,Kara Bell,lauriegonzales@example.net,(719)212-8411x7309,Female,Port Shelia,Kentucky,Iceland,2024-01-17,REGULAR
CUST00441,Seth Donaldson,fergusonjohn@example.net,+1-284-769-0819x740,Male,Greenmouth,Wisconsin,Bahamas,2022-03-09,REGULAR
CUST00442,Robert Rivera,youngcharles@example.net,+1-205-316-9918x724,Female,South Williamstad,Nevada,Lesotho,2023-08-01,REGULAR
CUST00443,Sherri Perez,johnsonkimberly@example.org,+1-496-808-7066,Female,Dunnville,New Hampshire,British Indian Ocean Territory (Chagos Archipelago),2024-02-17,PREMIUM
CUST00444, Greg Hull ,jessechapman@example.org,(789)700-3010x27240,Female,West David,Montana,Lesotho,2022-01-16,REGULAR
CUST00445,angela mays,troymoss@example.com,Not Available,Male,South Jennifer,Mississippi,Slovakia (Slovak Republic),2023-06-29,PREMIUM
CUST00446,dana orozco,heidi81@example.org,(569)374-1328x348,Male,Jennyberg,Arizona,Dominica,2024-09-29,REGULAR
CUST00447,Jordan Wilson,rhuff@example.com,001-264-810-4967,Male,Wallacebury,Indiana,Hong Kong,2022-07-27,REGULAR
CUST00448,Kim Guerrero,weavermichael@example.org,+1-854-693-0596x601,Other,Colemanshire,Wyoming,Maldives,2023-03-20,REGULAR
CUST00449,James Reese,davidsmith@example.net,613-684-5960x945,Female,North Kurtmouth,Kentucky,Tanzania,2022-07-10,REGULAR
CUST00450,Alan Smith,churchtimothy@example.net,360.991.4985,Other,West Katie,Louisiana,Eritrea,2025-03-18,REGULAR
CUST00451,mark thomas,halldiamond@example.org,+1-287-595-0830x44058,Male,Danielhaven,New Hampshire,Bouvet Island (Bouvetoya),2025-05-07,REGULAR
CUST00452, Damon Hudson ,bjones@example.com,(605)295-5657,Other,West Bradley,Georgia,United States Minor Outlying Islands,2021-03-21,REGULAR
CUST00453,DANIEL EDWARDS,shelby69@example.org,+1-226-911-3989x86818,Female,Stewartborough,Oregon,French Polynesia,2023-01-29,REGULAR
CUST00454, Robert Madden ,stephengoodman@example.org,001-537-965-1588x157,Male,Hallberg,Ohio,Ecuador,2024-06-20,VIP
CUST00455,MARY JACOBS,matthew11@example.com,(982)397-3270x21648,Other,Port Austin,Nevada,Anguilla,2022-06-03,REGULAR
CUST00456,BRANDI CAMACHO DVM,zgomez@example.net,+1-334-215-5999,Female,Lake Samanthamouth,Nebraska,Norfolk Island,2024-10-29,REGULAR
CUST00457,Jessica Todd,jessicacummings@example.net,612.309.9576x57289,Male,West Trevor,Arkansas,Mongolia,2025-05-28,REGULAR
CUST00458, Lauren Anthony ,ymitchell@example.com,001-422-303-6849x95154,Other,Joshuamouth,Iowa,Turks and Caicos Islands,2022-06-11,PREMIUM
CUST00459, Thomas Zhang ,middletonelizabeth@example.org,538-282-0908,Other,Walltown,Mississippi,Costa Rica,2023-05-26,REGULAR
CUST00460,laura dennis,mariahphillips@example.org,001-517-367-4124x151,Male,Ericmouth,Louisiana,Korea,2025-05-13,PREMIUM
CUST00461,angela watts,hamiltonsarah@example.net,938-400-3296x33472,Female,Campbellborough,South Dakota,Turkey,2021-10-03,REGULAR
CUST00462,Shannon Curry,hamiltontravis@example.net,720.964.9693,Female,West Mary,Maine,Paraguay,2025-02-16,REGULAR
CUST00463,Mark Harper MD,colin14@example.com,953.961.2751x562,Female,Mcdanieltown,Maine,Ethiopia,2025-04-26,PREMIUM
CUST00464,Samuel Ortiz,jose56@example.com,866.540.4735x047,Female,New Jamie,South Dakota,Bouvet Island (Bouvetoya),2023-10-22,REGULAR
CUST00465,JOSHUA CLEMENTS,langchristopher@example.net,658-410-8358x32863,Male,Martinborough,Oklahoma,Saint Martin,2023-02-12,REGULAR
CUST00466,AMANDA SMITH,masonlacey@example.org,(844)803-3041,Female,Port Joy,Louisiana,Tokelau,2021-09-21,REGULAR
CUST00467,JONATHAN WARNER,vsmith@example.net,+1-621-696-3945x680,Male,Harrisview,Tennessee,Morocco,2025-01-04,REGULAR
CUST00468,Jeffrey Walker,ehoffman@example.com,001-588-236-0765x817,Female,Wisemouth,Mississippi,Lesotho,2021-12-05,REGULAR
CUST00469,Evelyn Pacheco,davisgary@example.com,001-531-226-9789,Female,Kingport,West Virginia,Guadeloupe,2022-04-13,PREMIUM
CUST00470,Michael George,adamsjason@example.net,387.853.5778x8116,Male,Port Alexander,North Dakota,San Marino,2022-01-13,REGULAR
CUST00471,jeffrey stanton,mccluretyler@example.net,772.486.6041x64485,Other,West Alexandra,Indiana,Spain,2024-02-28,REGULAR
CUST00472,Danielle Ford,sara22@example.net,001-570-356-2271x043,Male,Riveraton,South Carolina,Lao People's Democratic Republic,2022-05-02,VIP
CUST00473,mark ware,courtney34@example.com,(594)659-6488x31921,Female,West Anne,Florida,South Georgia and the South Sandwich Islands,2025-06-11,REGULAR
CUST00474, Pamela Rivera ,tammy97@example.org,(903)231-9222,Other,Christianton,Florida,Malawi,2024-09-28,REGULAR
CUST00475,john turner,allenphillip@example.com,001-475-848-5819x324,Female,Henryview,Utah,British Indian Ocean Territory (Chagos Archipelago),2024-09-14,REGULAR
CUST00476,cassandra cline,wtownsend@example.net,(239)683-6520x37583,Other,Clintonstad,Kentucky,Macao,2021-02-10,REGULAR
CUST00477,AMANDA HILL,ssanders@example.net,340-290-7977x278,Male,Anthonyberg,Virginia,Saint Pierre and Miquelon,2022-07-04,REGULAR
CUST00478,Bonnie Barnes,browndana@example.org,818-843-9055x29580,Female,North Jameshaven,Georgia,Saint Lucia,2023-04-09,REGULAR
CUST00479,Jeremy Hill,haleyortiz@example.net,001-304-348-5157x9197,Female,East Jessicaburgh,Massachusetts,Nauru,2021-03-04,REGULAR
CUST00480,RACHEL ROBINSON,steven34@example.net,+1-532-540-6424x2956,Female,Nicoleburgh,Maine,Eritrea,2024-09-27,REGULAR
CUST00481,John Lane,kelsey87@example.net,+1-620-396-2893x65435,Other,West Jeffery,Kentucky,Antigua and Barbuda,2021-12-25,REGULAR
CUST00482,Lynn Alvarez,xwillis@example.net,(490)751-5026x7551,Male,Franciscoside,Idaho,Sao Tome and Principe,2021-03-09,REGULAR
CUST00483,Luis Watkins,esimon@example.org,859-657-6403x816,Male,Watkinsburgh,North Carolina,Chad,2023-07-23,REGULAR
CUST00484,Traci Bender,stephaniebradley@example.org,(450)914-2576,Male,Lake Dylanburgh,Maryland,Gambia,2021-09-07,PREMIUM
CUST00485,scott kim,ericpeters@example.com,9728517863,Female,Mccarthyville,Missouri,Brunei Darussalam,2023-09-17,REGULAR
CUST00486, BRANDI MEJIA ,lori69@example.com,Not Available,Female,West Tracyshire,Alaska,Cyprus,2022-07-08,REGULAR
CUST00487,Jackie Morgan,bishopkaren@example.org,+1-832-473-0346x1562,Female,Larryfort,Arizona,Eritrea,2024-08-03,REGULAR
CUST00488,james holmes,marshallchristopher@example.net,001-816-802-5298x6707,Female,West Ronaldville,Rhode Island,Sri Lanka,2024-10-30,VIP
CUST00489,priscilla joseph,daniel26@example.net,001-961-620-5943x89760,Male,North Mirandamouth,Mississippi,Australia,2024-02-22,VIP
CUST00490,George Phillips,danielsguy@example.com,(307)354-0915x08632,Female,Lake Duane,New York,Jersey,2023-05-04,REGULAR
CUST00491,Jimmy Williamson,uwilliams@example.com,8298168154,Male,East Stephanieview,Washington,Palau,2021-09-04,REGULAR
CUST00492,Jessica Wilson,ashleycooley@example.net,883.405.9736x42480,Male,Josephchester,Indiana,Andorra,2024-07-11,PREMIUM
CUST00493,Denise Ford,colton30@example.net,231-794-9796x95867,Other,Luismouth,Georgia,Kyrgyz Republic,2025-03-31,REGULAR
CUST00494,Michael Chambers,richard91@example.net,485.413.8544x5770,Other,Annettechester,Wisconsin,Angola,2023-06-02,REGULAR
CUST00495,Katherine Young,nicholasrush@example.org,863-831-9422,Female,Karenchester,Rhode Island,Fiji,2023-09-20,REGULAR
CUST00496, Lorraine Beck ,wayne86@example.org,(477)347-2264x0857,Female,Carpenterchester,Nebraska,Isle of Man,2022-08-10,REGULAR
CUST00497, LISA TAYLOR ,greenejessica@example.org,493-929-7150x96883,Male,Jenniferbury,Idaho,Latvia,2022-09-13,REGULAR
CUST00498,Edward Kline,beckystevens@example.net,+1-373-227-8195x237,Female,Lake Ericahaven,New Mexico,Tokelau,2024-04-12,REGULAR
CUST00499,jason green,baldwincatherine@example.net,001-807-370-4605x687,Male,East Melanieshire,Wisconsin,Somalia,2021-12-14,REGULAR
CUST00500,holly douglas,robinpope@example.org,915-617-7345x475,Male,Brookeberg,Georgia,Mali,2023-06-16,REGULAR
CUST00501,Spencer Elliott,kristopher29@example.net,577-642-2294x6430,Male,New Alexander,Mississippi,Saint Helena,2025-04-30,REGULAR
CUST00502,Whitney Sullivan,teresaschneider@example.net,758.556.7287x27601,Other,Jamieberg,Louisiana,New Caledonia,2022-01-07,REGULAR
CUST00503,Heather Stevens,larsenmegan@example.net,635.306.1581,Male,South Ashleybury,Kansas,Equatorial Guinea,2022-07-22,REGULAR
CUST00504,Marilyn Sanchez,mthompson@example.com,+1-541-531-2840,Female,New Kathleen,New Mexico,Kyrgyz Republic,2021-11-02,REGULAR
CUST00505,rachael flores,gonzalezdarren@example.org,331.989.3974x9096,Female,New Linda,South Carolina,Saudi Arabia,2024-11-18,REGULAR
CUST00506,Darlene Russell MD,markwebb@example.com,+1-944-283-5488x4712,Male,Patriciahaven,New Mexico,Lithuania,2022-05-22,REGULAR
CUST00507,PHILIP CHAMBERS,schaeferscott@example.net,+1-682-531-3348x45871,Female,West Eric,Wyoming,Indonesia,2022-06-18,PREMIUM
CUST00508,lisa moore,yvaldez@example.com,001-843-847-4524x55574,Male,Smithfurt,Arkansas,Ireland,2024-01-04,REGULAR
CUST00509,BRENDA BRYANT,andrew33@example.net,001-544-950-5665x883,Other,Danielbury,Hawaii,Greece,2025-01-30,REGULAR
CUST00510,LESLIE CRANE,harringtonpeter@example.net,934.699.6010x5485,Other,South Dennisland,Massachusetts,Singapore,2024-07-09,REGULAR
CUST00511,shelly lawrence,annagonzales@example.com,001-784-788-4021,Other,Burgessborough,Idaho,Gibraltar,2024-12-26,PREMIUM
CUST00512, Jack Gonzalez ,jonathan02@example.org,+1-266-767-0808x5096,Other,Campbellmouth,South Dakota,Bangladesh,2021-08-23,REGULAR
CUST00513,Valerie Norman,laurenmathis@example.org,001-479-731-6477,Female,East Deborahmouth,New Jersey,Marshall Islands,2024-09-05,REGULAR
CUST00514,Jennifer Carter,osmith@example.com,(424)539-5873x95923,Female,Huntertown,Ohio,Netherlands,2021-05-03,REGULAR
CUST00515,Kimberly Blevins,monica33@example.org,926-543-3502x7160,Other,Williamsmouth,Montana,Congo,2022-10-01,REGULAR
CUST00516,Leslie Martinez,williamlane@example.net,523-517-9556,Female,Port Williamfort,Kentucky,Malawi,2021-12-14,REGULAR
CUST00517,Alexis James,gross@example.com,Not Available,Other,Sonyaland,Nevada,Yemen,2023-07-24,REGULAR
CUST00518,Michael Santos,bliu@example.com,001-250-223-2902x8227,Other,Port Jodi,Maine,Holy See (Vatican City State),2024-07-12,REGULAR
CUST00519,Jennifer Thompson,judypatrick@example.org,(212)207-3465x495,Female,Anthonyfort,Arizona,Saint Pierre and Miquelon,2022-03-25,PREMIUM
CUST00520,Amber Bennett,ericsmith@example.org,461-217-7687,Other,Thomasview,Florida,Gibraltar,2024-02-10,REGULAR
CUST00521,MARY DAVIS,kgoodman@example.org,(638)322-3116,Male,East John,Washington,Palestinian Territory,2023-07-25,REGULAR
CUST00522,William Barnett,kathleen25@example.com,(429)806-0320x203,Female,Alexanderfort,New Mexico,Togo,2023-12-05,PREMIUM
CUST00523,sean arellano,nhayes@example.com,+1-948-971-4855x245,Other,Lake Melissahaven,Kentucky,Bahrain,2024-02-10,REGULAR
CUST00524,Alexander Daniels,perezstephen@example.org,384-425-4768,Female,Wilkinshaven,Illinois,Cambodia,2022-11-21,REGULAR
CUST00525,Christina Garner,annaschmidt@example.org,+1-458-538-2521,Female,New Sheri,South Carolina,Jamaica,2022-09-21,PREMIUM
CUST00526,Tyler Rush,peter86@example.com,352.240.1484x399,Male,Taylorfort,Hawaii,Serbia,2023-01-24,REGULAR
CUST00527,Christopher Barnes,johnbell@example.org,326-619-2372x450,Other,Port Courtneyfort,Iowa,Panama,2024-09-23,REGULAR
CUST00528,calvin paul,whernandez@example.net,340-364-1769x27438,Female,Johnfort,Vermont,Jersey,2024-08-03,PREMIUM
CUST00529,brian carrillo,rebecca85@example.com,+1-345-910-1739x73964,Male,Obrienfurt,Arizona,Netherlands,2021-12-01,REGULAR
CUST00530,Rebecca Finley,wilsonkathryn@example.com,001-296-860-5779,Other,Caldwelltown,Indiana,Montenegro,2022-07-16,REGULAR
CUST00531,tracy garcia,upham@example.com,555-753-4705x742,Female,Mullinsburgh,New York,Togo,2021-10-04,REGULAR
CUST00532,Luis Singh,leslietorres@example.net,965-797-2634,Male,Lindastad,Wisconsin,Cayman Islands,2022-06-08,REGULAR
CUST00533, BRIAN PERKINS ,katherine82@example.com,+1-813-411-9642x585,Male,Garciaport,South Carolina,Montenegro,2021-09-13,REGULAR
CUST00534,DANNY MCKENZIE,amycontreras@example.com,2736333732,Female,North Meredith,New Mexico,Taiwan,2024-09-25,PREMIUM
CUST00535,Juan Carroll,hlopez@example.net,(396)445-4655x3585,Female,Michellebury,Ohio,Mozambique,2022-02-05,REGULAR
CUST00536,Thomas Duke,gnichols@example.net,958.937.4907,Male, Brownburgh,Alaska,Monaco,2024-10-25,REGULAR
CUST00537,Amy Bailey,brycegomez@example.net,694-709-7626x374,Other,New Lauren,North Carolina,Yemen,2024-06-18,REGULAR
CUST00538, JOSHUA MALDONADO ,michelle90@example.net,001-459-211-9186x23392,Female,Chandlermouth,Colorado,Bhutan,2024-06-07,REGULAR
CUST00539,Tiffany Hughes,ejames@example.org,521-745-2647x12463,Male,West Shannonville,North Dakota,Equatorial Guinea,2021-03-05,PREMIUM
CUST00540,Amy Hawkins,cody08@example.org,4565409951,Other,Whiteborough,Minnesota,Bhutan,2022-04-26,REGULAR
CUST00541,LAURA VANCE,williamolsen@example.com,4904814415,Other, South Jamesberg,South Carolina,Uruguay,2023-11-15,REGULAR
CUST00542,Tanya Kelley,hbowers@example.net,+1-815-235-2373,Male,Brianfort,Texas,Russian Federation,2021-11-03,REGULAR
CUST00543,Ann Pena,psherman@example.org,952-373-4666x6170,Female,Annafurt,Maryland,Luxembourg,2023-06-12,PREMIUM
CUST00544,Melissa Rose,lopezchristopher@example.net,001-298-825-0800x4635,Male,New Nathan,Vermont,Aruba,2022-10-29,PREMIUM
CUST00545,Travis Stafford,charles37@example.org,001-590-706-3140,Female,South Margaret,Mississippi,United States Virgin Islands,2024-06-02,REGULAR
CUST00546,CHARLES SANCHEZ,nicole69@example.net,+1-243-846-0666x4374,Female,Lake Katieberg,Texas,Portugal,2022-11-24,REGULAR
CUST00547,brian moore,ijones@example.com,(346)348-4494,Other,Carsonborough,Colorado,Moldova,2025-03-28,REGULAR
CUST00548,Joseph Johnson,orodriguez@example.org,(521)513-6957x2790,Female,Bradleytown,Georgia,Guam,2023-02-19,REGULAR
CUST00549,Hayley Gonzalez,myerseric@example.com,413.423.5707x13984,Other,Brianland,Nebraska,Maldives,2021-02-24,PREMIUM
CUST00550,Carolyn Cantu,benjamin13@example.org,(909)806-9130x9810,Male,Ginafurt,New Hampshire,United States Minor Outlying Islands,2023-01-09,REGULAR
CUST00551,Lisa Reed,jmendoza@example.com,Not Available,Female,Jeffreyport,South Dakota,Saint Martin,2022-06-26,REGULAR
CUST00552,Jasmine Scott,michealsmith@example.com,(507)868-3625,Male,Stephensonmouth,Washington,Korea,2024-10-11,REGULAR
CUST00553,Julie Morgan,handerson@example.org,833.793.9578,Male,Jasonberg,New Mexico,Botswana,2024-11-06,REGULAR
CUST00554, ROSS HAMPTON ,nwilliams@example.com,+1-826-486-2703,Male,Tonyashire,Wyoming,Cape Verde,2024-06-02,REGULAR
CUST00555,rebecca hernandez,taylor27@example.com,+1-798-701-1100x051,Male,Lake Edward,Indiana,Gambia,2021-07-25,REGULAR
CUST00556,Terry Silva,talvarez@example.org,941-682-2261x8962,Female,North Elizabeth,Georgia,United States of America,2024-10-14,REGULAR
CUST00557,Andrew Beard,kgray@example.org,001-757-799-2707,Male,West Caseyberg,South Carolina,French Southern Territories,2024-05-07,REGULAR
CUST00558,Ashley Donovan,suzanneflores@example.net,759-670-9962,Female,New Juan,North Dakota,United Kingdom,2021-03-14,REGULAR
CUST00559,taylor williams ii,jose65@example.org,871-558-0290x904,Male,Jameston,Vermont,Peru,2023-04-20,REGULAR
CUST00560, Gabriela Pratt ,vrussell@example.org,(348)237-4417x158,Other,Port Kathleen,Kansas,Belarus,2022-07-05,REGULAR
CUST00561, Christian Solis ,shieldsalec@example.org,001-559-312-9751x9102,Male,North Jennifer,Colorado,Afghanistan,2024-09-07,REGULAR
CUST00562,Crystal Williams,hughescolleen@example.org,337.492.7490x7280,Male,West Douglas,Ohio,Morocco,2022-08-12,REGULAR
CUST00563, Michele Jones ,melindaavila@example.org,(869)649-6843,Other,Jillhaven,Alabama,Palau,2023-02-21,REGULAR
CUST00564,Christopher Brown,ucooper@example.org,+1-661-770-1595x919,Other,Howardfort,Mississippi,Luxembourg,2023-07-22,REGULAR
CUST00565,emily duarte,jeremyjackson@example.net,(867)275-6777x226,Other,Port Levi,South Dakota,Canada,2024-05-25,VIP
CUST00566,JEFFREY ROTH,edwardshah@example.org,906-872-4530,Other,West Maria,Oklahoma,Fiji,2022-12-09,VIP
CUST00567,LAWRENCE PORTER,kvalentine@example.com,+1-805-911-5794x23873,Other,West Crystalmouth,South Dakota,Georgia,2024-08-25,REGULAR
CUST00568,Linda Moreno,jenny25@example.net,710.775.6335x3574,Female,East Tammy,South Dakota,Montserrat,2022-12-13,REGULAR
CUST00569,Lisa Li,tracyharrison@example.org,981-862-9518x77941,Male,Port Kayla,Virginia,Cambodia,2024-02-05,PREMIUM
CUST00570,Amy Wright,murphymallory@example.com,+1-524-357-5983,Male,Jessicaborough,North Dakota,South Georgia and the South Sandwich Islands,2025-04-16,REGULAR
CUST00571, Richard Henderson ,evansjames@example.com,4069157276,Male,Danielview,New Jersey,Falkland Islands (Malvinas),2022-09-07,REGULAR
CUST00572,Jody Martin,marcussmith@example.org,287-652-5680x65625,Female,Arielshire,Arizona,Turks and Caicos Islands,2025-05-09,PREMIUM
CUST00573,MITCHELL ANDERSON,mcintoshdonald@example.org,223.815.5516x51768,Female,Nealside,Colorado,Suriname,2022-10-06,PREMIUM
CUST00574,Brian Pruitt,jeremy08@example.org,7377003322,Male,Avilafurt,Alaska,Malawi,2023-06-19,VIP
CUST00575,Michael Terry MD,gonzalezbarry@example.org,001-870-551-9582,Other,New Adrian,South Dakota,Samoa,2023-05-25,REGULAR
CUST00576,JAMES PRICE,karenscott@example.org,246-814-7079x86321,Other,Lake Sarahborough,Illinois,Senegal,2023-07-17,VIP
CUST00577,megan tanner,michael03@example.net,738-904-0325x376,Female,Guzmanburgh,New York,Lesotho,2023-06-06,REGULAR
CUST00578,mary pace,jensennicole@example.org,+1-700-540-4769x210,Male,South Judy,Mississippi,Belarus,2023-05-20,VIP
CUST00579,Alex Townsend,turnerjose@example.org,607-620-1137,Male,Lake Annaland,Washington,Puerto Rico,2022-04-22,REGULAR
CUST00580,James Bennett,jimenezmaria@example.com,(609)201-4473,Male,Sylviaborough,Kansas,Portugal,2024-10-23,PREMIUM
CUST00581,Whitney Williams,shansen@example.com,404.751.9577,Male,Jessicaside,Georgia,Gibraltar,2023-12-14,REGULAR
CUST00582,Kevin Watson,katrina27@example.net,+1-765-961-9425,Female,Molinaburgh,Arizona,Guam,2025-04-23,REGULAR
CUST00583, Vickie Thomas ,amber29@example.org,361.261.8808,Female,Sarahburgh,West Virginia,Denmark,2023-11-07,PREMIUM
CUST00584,GABRIEL COPELAND MD,zmills@example.org,001-356-913-7230,Female,North Heather,Maryland,Dominican Republic,2024-06-15,REGULAR
CUST00585,Daniel Little,andrewjohnson@example.org,821.214.7165,Other,Matthewstad,Indiana,Gabon,2024-08-24,REGULAR
CUST00586,Tamara Reid,sheltontiffany@example.com,850-247-6816x99570,Other,Blakeland,New Mexico,El Salvador,2021-10-13,REGULAR
CUST00587,Nathaniel Baldwin,gibsonkaitlyn@example.org,+1-470-254-8739x610,Male,Jonesburgh,New Jersey,Falkland Islands (Malvinas),2024-04-21,PREMIUM
CUST00588,kimberly ramsey,brenda87@example.org,942.904.9561x213,Female,North Paul,West Virginia,Sri Lanka,2022-07-03,REGULAR
CUST00589,Amanda White,michelle97@example.org,001-771-812-2299x077,Female,Lake Aliciastad,South Dakota,Mayotte,2021-11-27,REGULAR
CUST00590,ANDREW GRAHAM,fjones@example.com,+1-957-768-3210x21923,Other,Timothyburgh,Pennsylvania,Isle of Man,2021-12-26,PREMIUM
CUST00591,crystal hernandez,juliemyers@example.com,6804184980,Female, Samanthafort,Indiana,Comoros,2025-01-15,PREMIUM
CUST00592,DANIEL THOMPSON,thomasdavid@example.net,(717)581-9236,Other,Richardchester,Arizona,Trinidad and Tobago,2023-09-23,REGULAR
CUST00593,Alyssa Powers,peter93@example.net,(679)986-2398,Male,South Carolchester,California,Monaco,2021-09-21,VIP
CUST00594,paula mejia,woodphillip@example.com,+1-454-989-5478x7698,Other,Christopherfort,Michigan,Martinique,2025-05-26,PREMIUM
CUST00595,Amy Soto,nancy98@example.org,853-593-5435x86449,Male,Port Kayla,Maine,Comoros,2024-01-29,REGULAR
CUST00596,Kristen Harris,lperkins@example.org,001-943-739-5275x3674,Other,West Catherine,Kentucky,British Virgin Islands,2024-03-15,VIP
CUST00597,Victoria Smith,lisascott@example.com,389.948.9634x067,Female,Hughesville,Florida,Cocos (Keeling) Islands,2022-01-17,PREMIUM
CUST00598,robert brown,ramirezamy@example.com,(716)630-9001,Other,Russellbury,Iowa,Niger,2023-04-09,PREMIUM
CUST00599,Heather Young,spencerlevi@example.org,(663)989-0219,Other,North Johnchester,Iowa,Dominican Republic,2024-11-28,PREMIUM
CUST00600,Stephanie Lowery,daniel34@example.com,001-996-973-3116,Male,Lake Pamela,South Carolina,Sao Tome and Principe,2024-03-27,REGULAR
CUST00601,Phillip Harris,hkim@example.com,407-889-6793x52196,Female,East Leon,Montana,Falkland Islands (Malvinas),2023-02-12,REGULAR
CUST00602,Stephanie Gray,ryu@example.net,217.906.9556,Other,Ramseychester,Colorado,Jordan,2023-03-04,REGULAR
CUST00603,Derrick Buck,timothy23@example.net,+1-289-683-0650x3121,Male, New Sarahmouth,Georgia,French Polynesia,2022-03-17,REGULAR
CUST00604,DIANA MOON,robertjackson@example.org,819.409.2487,Male,North Lindsey,Illinois,Netherlands,2021-08-28,PREMIUM
CUST00605,Brian Roth,amandamaxwell@example.net,001-252-828-2305x24808,Female,East Brandon,Georgia,Tanzania,2022-02-16,REGULAR
CUST00606,Lee Richardson,steven72@example.net,632-990-1620,Other,Byrdfurt,Oklahoma,Mauritius,2024-06-08,REGULAR
